Titulo,Link,precio_normal,precio_online,precio_tarjeta_oh,disponible,marca,link_imagen,tarjeta,sku,teclado_iluminado,lector_de_huella,camara_web,conectividad,bluetooh,disco_duro,cantidad_entrada_hdmi,cantidad_entrada_usb,garantia,ram,modelo,procesador,velocidad_del_procesador,resolucion_pantalla,sistema_operativo,tamaño_de_pantalla,tarjeta_de_video,tipo_de_pantalla,pantalla_touch,bateria,duracion_bateria,tipo_producto,parlantes,largo_cm,ancho_cm,espesor_cm,peso_kg,disponibilidad
Laptop ASUS M415DA-EB900T 14'' AMD Ryzen 7 16GB 512GB SSD,https://www.oechsle.pe/laptop-asus-m415da-eb900t-14---amd-ryzen-7--5000-series--16gb-512gb-ssd-1000186896/p,"S/. 3,699.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS E510MA-BR883WS 15.6'' Intel Celeron 4GB 128GB SSD,https://www.oechsle.pe/laptop-asus-e510ma-br883ws-15-6---intel-celeron-4gb-128gb-ssd-1000186895/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS M415DA-EB893T 14'' AMD Ryzen 5 8GB 256GB SSD,https://www.oechsle.pe/laptop-asus-m415da-eb893t-14---amd-ryzen-5--5000-series--8gb-256gb-ssd-1000186894/p,"S/. 2,599.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Gamer MSI Sword 15 A11UdIntel Core I7-11800H Ram 8GB 512GB SSD White Black,https://www.oechsle.pe/laptop-gamer-msi-sword-15-a11udintel-core-i7-11800h-ram-8gb-512gb-ssd-white-black-1000186453/p,"S/. 8,570.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo Ideapad 3 14 Gl05-Intel N5030 Ram 4GB Storage 128GB SSD Platinum Grey,https://www.oechsle.pe/laptop-lenovo-ideapad-3-14-gl05-intel-n5030-ram-4gb-storage-128gb-ssd-platinum-grey-1000186451/p,"S/. 2,764.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Euro System CYBER PLUS Metalica Core i3 8 Gb RAM 256 SSD 15.6 FHD IPS, 2 USB 3.0, 1 HDMI, 1 M",https://www.oechsle.pe/laptop-euro-system-cyber-plus-metalica-core-i3-8-gb-ram-256-ssd-15-6-fhd-ips-2-usb-3-0-1-hdmi-1-m-1000186437/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS X543MA-GQ1042T 15.6'' Intel Celeron 4GB 500GB HDD,https://www.oechsle.pe/laptop-asus-x543ma-gq1042t-15-6---intel-celeron-4gb-500gb-hdd-1000177834/p,"S/. 2,099.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 14-CF2519LA 14"", Core I3-10110U, 16GB RAM, 256GB SSD, FreeDOS, Garantía 1 año",https://www.oechsle.pe/laptop-hp-14-cf2519la-14--core-i3-10110u-16gb-ram-256gb-ssd-freedos-garantia-1-a%c3%b1o-1000177066/p,"S/. 3,399.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 14-CF2519LA 14"", Core I3-10110U, 8GB RAM, 256GB SSD, FreeDOS, Garantía 1 año",https://www.oechsle.pe/laptop-hp-14-cf2519la-14--core-i3-10110u-8gb-ram-256gb-ssd-freedos-garantia-1-a%c3%b1o-1000177065/p,"S/. 3,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Vostro 3405 14"", Ryzen 5 3450U, 8GB RAM, 256GB SSD+HDD 1TB, Linux",https://www.oechsle.pe/laptop-dell-vostro-3405-14--ryzen-5-3450u-8gb-ram-256gb-ssd-hdd-1tb-linux-1000177060/p,"S/. 3,699.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Vostro 3405 14"", Ryzen 5 3450U, 16GB RAM, 256GB SSD, Linux",https://www.oechsle.pe/laptop-dell-vostro-3405-14--ryzen-5-3450u-16gb-ram-256gb-ssd-linux-1000177059/p,"S/. 3,499.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Vostro 3405 14"", Ryzen 5 3450U, 16GB RAM, 256GB SSD+HDD 1TB, Linux",https://www.oechsle.pe/laptop-dell-vostro-3405-14--ryzen-5-3450u-16gb-ram-256gb-ssd-hdd-1tb-linux-1000177058/p,"S/. 3,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Gamer Plus  Intel Core i7 16 GB RAM 512 SSD - Laptop Gamer Plus Intel Core i7 16 GB RAM 512 SSD,https://www.oechsle.pe/laptop-gamer-plus--intel-core-i7-16-gb-ram-512-ssd--1000175831/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Euro System Euro Plus Core i5 8350U, 8 Gb RAM 512 SSD 15.6 FHD IPS, GForce MX150 2 GB.",https://www.oechsle.pe/laptop-euro-system-euro-plus-core-i5-8350u-8-gb-ram-512-ssd-15-6-fhd-ips-gforce-mx150-2-gb--1000175830/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Eurobook Pro 14.1” FHD IPS Celeron J4115 Quad Core 8GB 256 SSD,https://www.oechsle.pe/laptop-eurobook-pro-14-1%e2%80%9d-fhd-ips-celeron-j4115-quad-core-8gb-256-ssd--1000175829/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 15-CS Intel I5 12GBRam 512GB SSD Touch,https://www.oechsle.pe/laptop-hp-15-cs-intel-i5-12gbram-512gb-ssd-touch-1000175042/p,"S/. 4,320.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo S340- Intel I7 8GB Ram 256GB SSD,https://www.oechsle.pe/laptop-lenovo-s340--intel-i7-8gb-ram-256gb-ssd-1000174914/p,"S/. 4,630.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo 15ITL Intel I7 8GB Ram 512GB SSD X360Touch Win10,https://www.oechsle.pe/laptop-lenovo-15itl-intel-i7-8gb-ram-512gb-ssd-x360touch-win10-1000174909/p,"S/. 5,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo 15IIL Intel I7 8GBRAM 256GB SSD X360 Touch Win10 - LAPTOP LENOVO 15IIL INTEL I7 8GBRAM 256GB SSD X360 TOUCH WIN10,https://www.oechsle.pe/laptop-lenovo-15iil-intel-i7-8gbram-256gb-ssd-x360-touch-win10-1000174903/p,"S/. 5,140.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop LENOVO 81MQ00AKLM 14'' AMD A6 4GB 64GB eMMC,https://www.oechsle.pe/laptop-lenovo-81mq00aklm-14---amd-a6-4gb-64gb-emmc-1000167103/p,"S/. 1,669.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop DELL 3Y3X2 15.6''  8GB 256GB SSD,https://www.oechsle.pe/laptop-dell-3y3x2-15-6----8gb-256gb-ssd-1000167044/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop DELL G5510 15.6''  8GB 256GB SSD,https://www.oechsle.pe/laptop-dell-g5510-15-6----8gb-256gb-ssd-1000167043/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop DELL I5502 15.6''  8GB 256GB SSD,https://www.oechsle.pe/laptop-dell-i5502-15-6----8gb-256gb-ssd-1000167042/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo 14"" 81VU000JUS Intel N5030 4GB 128GB SSD W10",https://www.oechsle.pe/laptop-lenovo-14--81vu000jus-intel-n5030-4gb-128gb-ssd-w10-1000165892/p,"S/. 2,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Hp 14"" dk1022wm Amd Ryzen 3 4GB Ram 128GB Ssd Win10",https://www.oechsle.pe/laptop-hp-14--dk1022wm-amd-ryzen-3-4gb-ram-128gb-ssd-win10-1000165862/p,"S/. 2,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 14” dk1032wm AMD Ryzen 3 3250U 4GB ram 128GB SSD W10,https://www.oechsle.pe/laptop-hp-14%e2%80%9d-dk1032wm-amd-ryzen-3-3250u-4gb-ram-128gb-ssd-w10-1000165852/p,"S/. 3,469.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mochila Klip Xtreme Para Laptop KNB-805BL Azul,https://www.oechsle.pe/mochila-klip-xtreme-para-laptop-knb-805bl-azul-1000162688/p,S/. 199.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mochila para Laptop de hasta 15.6” con cable de carga Gris,https://www.oechsle.pe/mochila-para-laptop-de-hasta-15-6%e2%80%9d-con-cable-de-carga-gris-1000161478/p,S/. 130.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mochila BackPack para Laptop de hasta 15.6’ con cable de carga + 2 Piezas Gris,https://www.oechsle.pe/mochila-backpack-para-laptop-de-hasta-15-6%e2%80%99-con-cable-de-carga---2-piezas-gris-1000161477/p,S/. 110.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mochila BackPack para Laptop de hasta 15.6’ con cable de carga + 2 Piezas Negra,https://www.oechsle.pe/mochila-backpack-para-laptop-de-hasta-15-6%e2%80%99-con-cable-de-carga---2-piezas-negra-1000161476/p,S/. 110.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maletín France para laptop de hasta 15’3 Negra,https://www.oechsle.pe/maletin-france-para-laptop-de-hasta-15%e2%80%993-negra-1000161473/p,S/. 105.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maletín France para laptop de hasta 15’3 Gris,https://www.oechsle.pe/maletin-france-para-laptop-de-hasta-15%e2%80%993-gris-1000161468/p,S/. 105.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mochila para Laptop de hasta 15.6” con cable de carga Negra,https://www.oechsle.pe/mochila-para-laptop-de-hasta-15-6%e2%80%9d-con-cable-de-carga-negra-1000161466/p,S/. 120.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maletín France para laptop de hasta 15’3 Azul,https://www.oechsle.pe/maletin-france-para-laptop-de-hasta-15%e2%80%993-azul-1000161464/p,S/. 105.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Vostro 3405 14"", Ryzen 5 3450U, 8GB RAM, 256GB SSD, Linux",https://www.oechsle.pe/laptop-dell-vostro-3405-14--ryzen-5-3450u-8gb-ram-256gb-ssd-linux-1000158837/p,"S/. 3,399.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 3410 Core i7-10510U, 8GB, 256GB SSD, 14"" FHD",https://www.oechsle.pe/laptop-dell-latitude-3410-core-i7-10510u-8gb-256gb-ssd-14--fhd-1000158836/p,"S/. 4,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Hp 15-ef1020la 15.6"" Amd Ryzen 7 SSD 512Gb Ran 8Gb Win 10",https://www.oechsle.pe/laptop-hp-15-ef1020la-15-6--amd-ryzen-7-ssd-512gb-ran-8gb-win-10-1000158641/p,"S/. 3,590.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS K513EA-BN2263T 15.6'' Intel Core i7 11va generación 12GB 512GB SSD,https://www.oechsle.pe/laptop-asus-k513ea-bn2263t-15-6---intel-core-i7-11va-generacion-12gb-512gb-ssd-1000156126/p,"S/. 6,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS K513EA-BN1211T 15.6'' Intel Core i7 11va generación 12GB 512GB SSD,https://www.oechsle.pe/laptop-asus-k513ea-bn1211t-15-6---intel-core-i7-11va-generacion-12gb-512gb-ssd-1000156104/p,"S/. 6,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop CHUWI Herobook Pro+ 13.3'' Intel Celeron 8GB 256GB SSD - Laptop Chuwi Herobook Pro+ 13.3'' Intel Celeron 8GB 256GB SSD,https://www.oechsle.pe/laptop-asus-herobook-pro--13-3---intel-celeron-8gb-256gb-ssd-1000156086/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS X415EA-EB642T 14'' Intel Core i5 11va generación 8GB 256GB SSD,https://www.oechsle.pe/laptop-asus-x415ea-eb642t-14---intel-core-i5-11va-generacion-8gb-256gb-ssd-1000156084/p,"S/. 4,399.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funda para Laptop BLACKLINE 15'' Print 1 Blanco, Negro y Rosa",https://www.oechsle.pe/funda-para-laptop-blackline-15---print-1-blanco-negro-y-rosa-1000156081/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Funda para Laptop BLACKLINE 15'' Print 2,https://www.oechsle.pe/funda-para-laptop-blackline-15---print-2-1000156080/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Funda para Laptop BLACKLINE 15'' Executive 1 Negro,https://www.oechsle.pe/funda-para-laptop-blackline-15---executive-1-negro-1000156079/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 14-cf2064la 14'' Intel Core i3 4GB 128GB SSD,https://www.oechsle.pe/laptop-hp-14-cf2064la-14---intel-core-i3-4gb-128gb-ssd-1000156076/p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 15-DW1061LA 15"" Intel Core i5 8GB 1TB",https://www.oechsle.pe/laptop-hp-15-dw1061la-15--intel-core-i5-8gb-1tb-1000156075/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Funda para Laptop BLACKLINE 15'' Executive 2 Rojo,https://www.oechsle.pe/funda-para-laptop-blackline-15---executive-2-rojo-1000156074/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus Vivobook X413ja-211.Vbwb I3-1005g1 4GB 128GB SSD 14"" Fhd Windows 10",https://www.oechsle.pe/laptop-asus-vivobook-x413ja-211-vbwb-i3-1005g1-4gb-128gb-ssd-14--fhd-windows-10-1000156038/p,"S/. 2,499.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Chuwi  Herobook Pro 14.1 + Mochila - Laptop Chuwi Herobook Pro 14.1 + Mochila,https://www.oechsle.pe/laptop-chuwi--herobook-pro-14-1---mochila-1000151594/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funda para laptop hasta 15.6"" neopreno duradero",https://www.oechsle.pe/funda-para-laptop-hasta-15-6--neopreno-duradero-1000150596/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Acer 15.6â€ A115 Intel Celeron N4500 4GB RAM 128GB eMMC W10,https://www.oechsle.pe/laptop-acer-156-a115-intel-celeron-n4500-4gb-ram-128gb-emmc-w10-1000150098/p,"S/. 2,669.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 14-CF2519LA 14"" Core i3 8GB RAM 256GB SSD FreeDos",https://www.oechsle.pe/laptop-hp-14-cf2519la-14--core-i3-8gb-ram-256gb-ssd-freedos-1000150066/p,"S/. 2,350.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo Thinkbook 14 Iml 14""FHD Core I5-10210u 8GB DDR4 256GB SSD",https://www.oechsle.pe/laptop-lenovo-thinkbook-14-iml-14-fhd-core-i5-10210u-8gb-ddr4-256gb-ssd-1000145785/p,"S/. 5,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Inspiron 15 3501, Core I3-1005G1, 4GB DDR4, 1TB - NNW25",https://www.oechsle.pe/notebook-dell-inspiron-15-6--3501-core-i3-10-4gb-ram-1tb-hdd-1000145669/p,"S/. 2,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 14-DK1025 AMD Ryzen 3-3250U 14"" 4GB RAM 1TB HDD Windows 10 Home",https://www.oechsle.pe/laptop-hp-14-dk1025-amd-ryzen-3-3250u-14--4gb-ram-1tb-hdd-windows-10-home-1000142199/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo V14-IIL Intel Core i7 14"" 8GB RAM 1TB HDD 2GB Nvidia MX 350 FreeDOS",https://www.oechsle.pe/laptop-lenovo-v14-iil-intel-core-i7-14--8gb-ram-1tb-hdd-2gb-nvidia-mx-350-freedos-1000142184/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Combo HP Laptop 250 G8 Core i3 4GB RAM 1TB HDD 15.6"" + Mochila Prelude + Mouse Inalambrico",https://www.oechsle.pe/combo-hp-laptop-250-g7-core-i3-4gb-ram-1tb-hdd-15-6----mochila-prelude---mouse-inalambrico-1000135574/p,"S/. 2,700.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Combo Laptop HP 240 G7 Core i3 1005G1 4GB RAM 1TB HDD 14"" + Mochila Prelude + Mouse Inalambrico",https://www.oechsle.pe/combo-laptop-hp-240-g7-core-i3-1005g1-4gb-ram-1tb-hdd-14----mochila-prelude---mouse-inalambrico-1000135573/p,"S/. 2,349.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Chuwi  HeroBook Pro - Laptop Chuwi HeroBook Pro,https://www.oechsle.pe/laptop-chuwi--herobook-pro-1000135499/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Vostro 14 3405 14"" Amd Ryzen 5 8GB RAM DDR4 256GB SSD AMD Radeon Vega 8 Graphics Linux",https://www.oechsle.pe/laptop-dell-vostro-14-3405-14--amd-ryzen-5-8gb-ram-ddr4-256gb-ssd-amd-radeon-vega-8-graphics-linux-1000133955/p,"S/. 2,759.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Teclast F7 PLUS II 14 N4120 8GB 256GB W10 Home,https://www.oechsle.pe/laptop-teclast-f7-plus-ii-14-n4120-8gb-256gb-w10-home-1000131133/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Jumper EZBOOK X3 13.3 N3350 4GB 128GB W10 Home,https://www.oechsle.pe/laptop-jumper-ezbook-x3-13-3-n3350-4gb-128gb-w10-home-1000131132/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Jumper Ezbook X3 13.3 J3455 8gb 128gb W10home,https://www.oechsle.pe/laptop-jumper-ezbook-x3-13-3-j3455-8gb-128gb-w10home-1000131131/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Jumper EZBOOK X3 13.3 N3350 4GB 64GB W10 Home,https://www.oechsle.pe/laptop-jumper-ezbook-x3-13-3-n3350-4gb-64gb-w10-home-1000131128/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Jumper EZBOOK X3 13.3  N3350 4GB 128GB W10 Home + Office 365 - Laptop Jumper EZBOOK X3 13.3 N3350 4GB 128GB W10 Home + Office 365,https://www.oechsle.pe/laptop-jumper-ezbook-x3-13-3--n3350-4gb-128gb-w10-home---office-365-1000131126/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 14-DK1015la AMD Athlon 3050U RAM 4GB Disco 256GB SSD 14"" HD Windows 10",https://www.oechsle.pe/laptop-hp-14-dk1015la-amd-athlon-3050u-ram-4gb-disco-256gb-ssd-14--hd-windows-10-1000129428/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 250 G7 Intel Core i3 1005G1 RAM 4GB Disco 1TB HDD 15.6? led HD FreeDOS,https://www.oechsle.pe/laptop-hp-250-g7-intel-core-i3-1005g1-ram-4gb-disco-1tb-hdd-15-6-led-hd-freedos-1000129426/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dynabook Toshiba A30G Intel Celeron 5205U 4GB Ram 128GB SSD W10 13.3"" FHD",https://www.oechsle.pe/laptop-dynabook-toshiba-a30g-intel-celeron-5205u-4gb-ram-128gb-ssd-w10-133--fhd-1000126551/p,"S/. 1,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 245 G7 AMD ATHLON SILVER 3050U  4GB RAM DDR4 500GB HDD 14"" Windows 10 Home",https://www.oechsle.pe/laptop-hp-245-g7-amd-athlon-silver-3050u--4gb-ram-ddr4-500gb-hdd-14--windows-10-home-1000125776/p,"S/. 1,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funda para Laptop Klip Xtreme KNS-220GR Square Shield 15.6"" Gris",https://www.oechsle.pe/funda-para-laptop-klip-xtreme-kns-220gr-square-shield-15-6--gris-1000125764/p,S/. 69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 250 G7 Ci3-1005G1 8GB RAM 256GB SSD 15.6"" HD FREEDOS",https://www.oechsle.pe/laptop-hp-250-g7-ci3-1005g1-8gb-ram-256gb-ssd-15-6--hd-freedos-1000124256/p,"S/. 2,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cargador Generico Laptop Lenovo 20V 2.25A 4.0mm * 1.7mm,https://www.oechsle.pe/cargador-generico-laptop-lenovo-20v-2-25a-4-0mm---1-7mm-1000124131/p,S/. 100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo IdeaPad 1 Intel N5030 1.1Ghz 14IGL05 - 81VU 4GB 128GB SSD. 14"" HD Ice Blue",https://www.oechsle.pe/laptop-lenovo-ideapad-1-intel-n5030-1-1ghz-14igl05---81vu-4gb-128gb-ssd-14--hd-ice-blue-1000118348/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 240 G7 Intel Celeron N4100 4GB RAM DDR4 1TB HDD 14"" HD FreeDos",https://www.oechsle.pe/laptop-hp-240-g7-intel-celeron-n4100-4gb-ram-ddr4-1tb-hdd-14--hd-freedos-1000117823/p,"S/. 1,949.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo V14 IIL 82C400EELM Intel Core i5 1035G1 8GB RAM 1TB HDD 14"" FreeDos",https://www.oechsle.pe/laptop-lenovo-v14-iil-82c400eelm-intel-core-i5-1035g1-8gb-ram-1tb-hdd-14--freedos-1000117805/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 240 G7 Intel Core i3 1005G1 4GB RAM 1TB HDD FreeDos,https://www.oechsle.pe/laptop-hp-240-g7-intel-core-i3-1005g1-4gb-ram-1tb-hdd-freedos-1000114938/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Chuwi Corebook Pro 13,https://www.oechsle.pe/laptop-chuwi-corebook-pro-13-1000114150/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Huawei Matebook X i5 + Mochila + Mouse + Selfie Stick + Cable USB -C + Cover Renzo Costa,https://www.oechsle.pe/laptop-huawei-matebook-x-i5---mochila---mouse---selfie-stick---cable-usb--c---cover-renzo-costa-1000111342/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Combo Laptop HP 15.6"" 250 G8 i3 1005G1 4GB 1TB Windows 10H + Mouse",https://www.oechsle.pe/laptop-hp-250-g8-i3-1005g1-4gb-1tb-15-6--windows-10-1000104838/p,"S/. 3,399.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funda Porta para Laptop Qullayki Jardin de 11"" a 12""",https://www.oechsle.pe/funda-porta-para-laptop-qullayki-jardin-de-11--a-12--1000101002/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funda Porta para Laptop Qullayki Selva 13""",https://www.oechsle.pe/funda-porta-para-laptop-qullayki-selva-13--1000101000/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funda Porta para Laptop Qullayki Selva 14""",https://www.oechsle.pe/funda-porta-para-laptop-qullayki-selva-14--1000100998/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funda Porta para Laptop Qullayki Jardin 14""",https://www.oechsle.pe/funda-porta-para-laptop-qullayki-jardin-14--1000100996/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funda Porta Laptop Jardin Qullayki 13""",https://www.oechsle.pe/funda-porta-laptop-jardin-qullayki-13--1000100995/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funda Porta para Laptop Qullayki Jardin 15"" a 16""",https://www.oechsle.pe/funda-porta-para-laptop-qullayki-jardin-15--a-16--1000100987/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus VivoBook 14"" Full HD , Core I5-1135G7, 8GB, 512GB SSD, Windows 10 Home - S433EA-AM028T",https://www.oechsle.pe/notebook-asus-vivobook-14--ips-fhd-core-i5-1135g7-512gb-ssd-w10-home-1000100029/p,"S/. 4,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mochila para Laptop Mobile Vip Checkpoint Targus PSB862 15.6""",https://www.oechsle.pe/mochila-para-laptop-mobile-vip-checkpoint-targus-psb862-15-6--1000085595/p,S/. 699.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mochila para Laptop Urban Explorer de Carrybag Targus TSB898 15.6""",https://www.oechsle.pe/mochila-para-laptop-urban-explorer-de-carrybag-targus-tsb898-15-6--1000085591/p,S/. 449.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estuche Slip para Laptop Pulse BK Targus TSS57401US 16"" Negro/Purpura",https://www.oechsle.pe/estuche-slip-para-laptop-pulse-bk-targus-tss57401us-16--negro-purpura-1000085585/p,S/. 149.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
