Titulo,Link,precio_normal,precio_online,precio_tarjeta_oh,disponible,marca,link_imagen,tarjeta,sku,teclado_iluminado,lector_de_huella,camara_web,conectividad,bluetooh,disco_duro,cantidad_entrada_hdmi,cantidad_entrada_usb,garantia,ram,modelo,procesador,velocidad_del_procesador,resolucion_pantalla,sistema_operativo,tamaño_de_pantalla,tarjeta_de_video,tipo_de_pantalla,pantalla_touch,bateria,duracion_bateria,tipo_producto,parlantes,largo_cm,ancho_cm,espesor_cm,peso_kg,disponibilidad
Laptop ASUS Vivobook Pro 16 OLED N7600PC 16'' Ci7-11370H 16GB RAM 512SSD RTX3050,https://www.oechsle.pe/laptop-asus-vivobook-pro-16-oled-n7600pc-16-ci7-11370h-16gb-ram-512ssd-rtx3050-2061389/p,"S/. 8,599.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Pavilion 15-eh0022la 15.6""AMD Ryzen 5 4500U 8GB RAM 512GB SSD",https://www.oechsle.pe/laptop-hp-pavilion-15-eh0022la-15-6-amd-ryzen-5-4500u-8gb-ram-512gb-ssd-1871920/p,"S/. 3,449.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kit Mochila para Laptop y Mouse Inalámbrico Enkore Gris/Black,https://www.oechsle.pe/kit-mochila-para-laptop-y-mouse-inalambrico-enkore-gris-black-2061549/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Gamer Nitro 5 15.6"" Core I5 10300H 8GB RAM 256GB SSD 4GB Video RTX3050",https://www.oechsle.pe/laptop-gamer-nitro-5-15-6-core-i5-10300h-8gb-ram-256gb-ssd-4gb-video-rtx3050-1877483/p,"S/. 5,099.00","S/. 3,999.00",{{price}},· Puedes comprar un máximo de 10 unidades.,ACER,,No,1877483,Sí,No,Sí,Wi-fi 6,Sí,256GB SSD,1,4,1 año,8GB DDR4,AN515-55-51G3,Intel Core i5 10300H,2.5 GHz,1920 x 1080,Windows 10,"15.6""",,FULL HD IPS,No,Ion litio,Hasta 6 horas,Notebook gaming,2 parlantes incorporados,25.5 cm,36.34 cm,2.39 cm,2.3 kg,· Puedes comprar un máximo de 10 unidades.
"Mochila porta laptop Acer 15.6"" ABG740",https://www.oechsle.pe/mochila-porta-laptop-acer-15-6--abg740/p,S/. 139.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS 15 X515EA 15.6'' Ci3-1115G4 8GB RAM 256SSD,https://www.oechsle.pe/laptop-asus-15-x515ea-15-6-ci3-1115g4-8gb-ram-256ssd-2005676/p,"S/. 2,999.00","S/. 2,599.00",{{price}},· Puedes comprar un máximo de 10 unidades.,ASUS,,No,2005676,No,Sí,Si,Wi-Fi 5(802.11ac),Sí,256GB  SSD,1,4,12 meses,8GB DDR4,90NB0TY1-M18110,Intel® Core™ i3-1115G4,3.0 GHz,FHD (1920 x 1080) 16:9,Windows10,"15.6""",,IPS FHD,No,"37WHrs, 2S1P, 2-cell Li-ion","37WHrs, 2S1P, 2-cell Li-ion",Laptop,Incorporados,23.50 cm,36.00 cm,1.99 cm,1.80 kg,· Puedes comprar un máximo de 10 unidades.
"Laptop Huawei Matebook 14 i5 14"" 8GB RAM 512GB SSD KelvinD-WDH9A",https://www.oechsle.pe/huawei-matebook-14-i5-14-8gb-ram-512gb-ssd-kelvind-wdh9a-1980353/p,"S/. 4,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Acer Aspire 3 15.6"" Intel Core i7 8GB RAM 512GB SSD 2GB Video",https://www.oechsle.pe/laptop-acer-aspire-3-15-6-intel-core-i7-8gb-ram-512gb-ssd-2gb-video-1877487/p,"S/. 4,399.00","S/. 4,199.00",{{price}},· Puedes comprar un máximo de 10 unidades.,ACER,,No,1877487,No,No,Si,"Puerto LAN, Wi-fi",Sí,512GB SSD,1,3,1 año,8GB DDR4,A315-57G-79PE,Intel Core i7 1065G7,1.3 GHz,1920 x 1080,Windows 10,"15.6""",,LED IPS,No,Ion litio,Hasta 8 horas,Notebook,Incorporados,25.05 cm,36.34 cm,1.95 cm,1.9 Kg,· Puedes comprar un máximo de 10 unidades.
"Laptop Acer Aspire 3 14"" Ryzen 3 3250U 8GB RAM 256GB SSD",https://www.oechsle.pe/laptop-acer-aspire-3-14-ryzen-3-3250u-8gb-ram-256gb-ssd-1903749/p,"S/. 2,599.00","S/. 1,999.00",{{price}},· Puedes comprar un máximo de 10 unidades.,ACER,,No,1903749,No,No,Si,Wi-Fi,Sí,256GB SSD,1,3,1 año,8GB DDR4,A314-22-R6MD,AMD Ryzen 3 3250U,2.6 GHz,1920 x 1080,Windows 10,"14""",,LED IPS,No,36Wh Ion litio,Hasta 8 horas,Laptop,Incorporados,23.6 cm,32.8 cm,1.99 cm,1.90 Kg,· Puedes comprar un máximo de 10 unidades.
"Laptop Matebook Huawei 13S 13.4"" Intel Core i7-11370H 16GB RAM 512GB Green - Laptop Huawei Matebook Huawei 13S 13.4"" Intel Core i7-11370H 16GB RAM 512GB Green",https://www.oechsle.pe/matebook-huawei-13s-13-4-intel-core-i7-11370h-16gb-ram-512gb-green-2015649/p,"S/. 6,499.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Matebook Huawei 13S 13.4"" Intel Core i7-11370H 16GB RAM 512GB Silver - Laptop Huawei Matebook Huawei 13S 13.4"" Intel Core i7-11370H 16GB RAM 512GB Silver",https://www.oechsle.pe/matebook-huawei-13s-13-4-intel-core-i7-11370h-16gb-ram-512gb-silver-2015650/p,"S/. 6,499.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Huawei Matebook D15 i5 15.6"" 8GB RAM 512GB SSD BohrD-WDH9D",https://www.oechsle.pe/huawei-matebook-d15-i5-15-6-8gb-ram-512gb-ssd-bohrd-wdh9d-1980354/p,"S/. 4,299.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Huawei 14"" Intel CoreTM i3-10110U 8GB RAM 256 GB SSD",https://www.oechsle.pe/laptop-huawei-14-intel-coretm-i3-10110u-8gb-ram-256-gb-ssd-2045487/p,"S/. 2,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Huawei Matebook 14 R7 14"" 8GB RAM 512GB SSD KelvinL-WDE9BQ",https://www.oechsle.pe/huawei-matebook-14-r7-14-8gb-ram-512gb-ssd-kelvinl-wde9bq-1980352/p,"S/. 4,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Laptop 14-dk1015la 22B03LA AMD Athlon™ Silver 3050U 4GB RAM 256 GB SSD,https://www.oechsle.pe/hp-laptop-14-dk1015la-22b03la-amd-athlon%e2%84%a2-silver-3050u-4gb-ram-256-gb-ssd-1787016/p,"S/. 2,099.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Acer Aspire 5 15.6"" Core i3 10110U 8GB RAM 256GB SSD",https://www.oechsle.pe/laptop-acer-aspire-5-15-6-core-i3-10110u-8gb-ram-256gb-ssd-1848421/p,"S/. 2,699.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Gamer Lenovo Legion 7  16""WQXGA  AMD Ryzen 9  32GB RAM  1TB SSD  Nvidia GeForce RTX3080",https://www.oechsle.pe/laptop-gamer-lenovo-legion-7-16-wqxga-amd-ryzen-9-32gb-ram-1tb-ssd-nvidia-geforce-rtx3080-1877183/p,"S/. 12,099.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo IdeaPad 3i  14"" HD  Intel Core i3  4GB RAM  256GB SSD",https://www.oechsle.pe/laptop-lenovo-ideapad-3i-14-hd-intel-core-i3-4gb-ram-256gb-ssd-1851589/p,"S/. 2,349.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Gamer 15.6"" Nitro Intel Core i5-10300H 16GB RAM 1TB+256SSD RTX3060 6GB Video Negro",https://www.oechsle.pe/laptop-gamer-15-6-nitro-intel-core-i5-10300h-16gb-ram-1tb-256ssd-rtx3060-6gb-video-negro-1788665/p,"S/. 6,099.00","S/. 5,699.00",{{price}},· Puedes comprar un máximo de 10 unidades.,ACER,,No,1788665,Sí,No,Si,Wifi 6,Sí,1TB HDD +256GB SSD,1,4,12 meses,16GB DDR4,AN515-55-58JL,Intel Core i5 10300H,2.5 GHz,FHD 1920 x 1080,Windows 10 Home,"15.6""",,LED IPS 144HZ,No,Ion Litio,Hasta 6 horas,Notebook Gaming,Incorporados,25.5 cm,36.34 cm,2.39 cm,2.3 Kg,· Puedes comprar un máximo de 10 unidades.
"HP Laptop 15.6"" 15-dw1058la Intel Core i5-10210U 8GB RAM 256GB SSD + 16GB Intel Optane",https://www.oechsle.pe/hp-laptop-15-6-15-dw1058la-intel-core-i5-10210u-8gb-ram-256gb-ssd-16gb-intel-optane-1840562/p,"S/. 3,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Gamer Lenovo Legion 5 Pro  16"" WQXGA 165Hz  AMD Ryzen 7  16GB RAM  512GB SSD",https://www.oechsle.pe/laptop-gamer-lenovo-legion-5-pro-16-wqxga-165hz-amd-ryzen-7-16gb-ram-512gb-ssd-1877165/p,"S/. 7,899.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop ecológica Aspire Vero 15.6"" Core i5 1155G7 8GB RAM 512GB SSD",https://www.oechsle.pe/laptop-ecologica-aspire-vero-15-6-core-i5-1155g7-8gb-ram-512gb-ssd-1994209/p,"S/. 3,719.00","S/. 2,699.00",{{price}},· Puedes comprar un máximo de 10 unidades.,ACER,,No,1994209,Sí,Sí,Si,Wi-fi,Sí,512GB SSD,1,4,1 año,8GB DDR4,AV15-51-567Y,Intel Core i5-1155G7,2.5 GHz,1920 x 1080,Windows 11,"15.6""",,LED IPS,No,Ion litio,Hasta 7 horas,NOTEBOOK,Incoporados,23.8 cm,36.3 cm,1.79 cm,1.8 kg,· Puedes comprar un máximo de 10 unidades.
"Laptop OMEN 16-c0501la 16"" AMD Ryzen R5-5600H 8GB RAM  512GB SSD 1650 4GB Video",https://www.oechsle.pe/laptop-omen-16-c0501la-16-amd-ryzen-r5-5600h-8gb-ram-512gb-ssd-1650-4gb-video-1871933/p,"S/. 4,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Matebook Huawei D15 15.6"" Intel Core i3-10110U 8GB RAM 256GB SSD",https://www.oechsle.pe/matebook-huawei-d15-15-6-intel-core-i3-10110u-8gb-ram-256gb-ssd-1980356/p,"S/. 2,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Gaming Bravo 15 B5DD 15.6"" R5 144H RZ5 5600H 8GB RAM 512GB SSD 4GB RX5500M Video",https://www.oechsle.pe/laptop-gaming-bravo-15-b5dd-15-6-r5-144h-rz5-5600h-8gb-ram-512gb-ssd-4gb-rx5500m-video-1957961/p,"S/. 5,299.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS Zenbook Flip S 13.3'' UX371EA Ci7-1165G7 16GB RAM 1TB SSD,https://www.oechsle.pe/laptop-asus-zenbook-flip-s-13-3-ux371ea-ci7-1165g7-16gb-ram-1tb-ssd-1973616/p,"S/. 7,699.00","S/. 7,599.00",{{price}},· Puedes comprar un máximo de 10 unidades.,ASUS,,No,1973616,Sí,No,Si,Wi-Fi 6(802.11ax),Sí,1TB SSD,1,3,12 meses,16GB,UX371EA-HL003T,Intel® Core™ i7-1165G7,2.8 GHz,4K UHD (3840 x 2160) 16:9,Windows10,"13.3""",,OLED IPS,No,"67WHrs, 4S1P, 4-cell Li-ion","67WHrs, 4S1P, 4-cell Li-ion",Laptop,Incorporados,21.10 cm,30.50 cm,1.19 cm,1.20 kg,· Puedes comprar un máximo de 10 unidades.
"HP Pavilion Laptop 15-eh1021la 15.6"" AMD Ryzen 7 5700U 16GB RAM 512GB SSD",https://www.oechsle.pe/hp-pavilion-laptop-15-eh1021la-15-6-amd-ryzen-7-5700u-16gb-ram-512gb-ssd-1871904/p,"S/. 4,449.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS ZenBook Duo 14 UX482EG 14'' Intel Core i7-1165G7 16GB RAM 1TB SSD 2GB Video,https://www.oechsle.pe/asus-notebook-ux482eg-ka151t-14-intel-core-i7-1165g7-16gb-ram-1tb-ssd-2gb-video-1870145/p,"S/. 7,599.00","S/. 7,399.00",{{price}},· Puedes comprar un máximo de 10 unidades.,ASUS,,Sí,1870145,Sí,No,Sí,802.11ax+Bluetooth 5.0 (Dual band) 2*2,Sí,1TB SSD,1,3,12 meses,16GB,UX482EG-KA151T,Intel® Core™ i7-1165G7,2.8 GHz,FHD (1920 x 1080) 16:9,Windows 10,14'',,LED IPS. Pantone Validated,No,"70WHrs, 4-cell Li-ion","70WHrs, 4-cell Li-ion",Notebook,Incorporados: Audio harman/kardon,32.40 cm,22.20 cm,1.69 cm,1.62 Kg,· Puedes comprar un máximo de 10 unidades.
"Laptop ASUS Vivobook 15 OLED K513EA 15.6"" Ci7-1165G7 16GB RAM 512GB SSD",https://www.oechsle.pe/laptop-asus-vivobook15-oled-15-6-k513ea-ci7-1165g7-16gb-ram-512gb-ssd-1978767/p,S/. 0.00,"S/. 5,299.00",{{price}},· Puedes comprar un máximo de 10 unidades.,ASUS,,Si,1978767,Sí,Sí,Si,Wi-Fi 6(802.11ax),Sí,512GB SSD,1,3,12 meses,16GB,K513EA-L11073T,Intel® Core™ i7-1165G7,2.8 GHz,FHD (1920 x 1080) 16:9,Windows10,"15.6""",,FHD OLED,No,"42WHrs, 3S1P, 3-cell Li-ion","42WHrs, 3S1P, 3-cell Li-ion",Notebook,Incorporados,23.5 cm,35.9 cm,1.79 cm,1.80 kg,· Puedes comprar un máximo de 10 unidades.
"Laptop Acer Swift 3 14"" Core i5 1135G7 8GB RAM 512GB SSD",https://www.oechsle.pe/laptop-acer-swift-3-14-core-i5-1135g7-8gb-ram-512gb-ssd-1877488/p,"S/. 4,499.00","S/. 3,599.00",{{price}},· Puedes comprar un máximo de 10 unidades.,ACER,,No,1877488,Sí,Sí,Si,Wi-fi 6,Sí,512GB SSD,1,3,1 año,8GB DDR4,SF314-511-579K,Intel Core i5 1135G7,2.4 GHz,1920 x 1080,Windows 10,"14""",,LED IPS,No,Ion litio,Hasta 6 horas,Notebook ligera,Incorporados,21.12 cm,32.28 cm,1.59 cm,1.2 Kg.,· Puedes comprar un máximo de 10 unidades.
Laptop Gamer Asus ROG Zephyrus G14 14'' GA401QM Ryzen 9 5900HX 16GB RAM 1TB SSD 6GB Video RTX 3060 Gris,https://www.oechsle.pe/laptop-gamer-asus-rog-zephyrus-g14-14-ga401qm-ryzen-9-5900hx-16gb-ram-1tb-ssd-6gb-video-rtx-3060-gris-1883708/p,"S/. 9,199.00","S/. 8,799.00",{{price}},· Puedes comprar un máximo de 10 unidades.,ASUS,,No,1883708,Sí,Sí,Sí,Wi-Fi 6(802.11ax)+Bluetooth 5.1 (Dual band) 2*2,Sí,1TB SSD,1,3,24 Meses,16GB,GA401QM-K2005T,AMD Ryzen™ 9 5900HS,3.1 GHz,WQHD (2560 x 1440) 16:9,Windows 10,14'',,IPS,No,"76WHrs, 4-cell Li-ion","76WHrs, 4-cell Li-ion",Gaming,"2x 0.7W tweeter",32.40 cm,22 cm,1.99 cm,1.70 Kg,· Puedes comprar un máximo de 10 unidades.
HP ENVY Laptop 13-ba1012la Intel Core i7-1165G7 8GB RAM 512GB SSD + 32GB Intel® Optane™,https://www.oechsle.pe/hp-envy-laptop-13-ba1012la-intel-core-i7-1165g7-512gb-ssd-32gb-intel%c2%ae-optane%e2%84%a2-1756534/p,"S/. 5,399.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Gamer MSI PULSE GL66 15.6"" Intel Core I7-11800H 16GB RAM 512GB SSD 4GB Video",https://www.oechsle.pe/laptop-gamer-msi-pulse-gl66-15-6-intel-core-i7-11800h-16gb-ram-512gb-ssd-4gb-video-1903456/p,"S/. 8,099.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Inspiron 15.6"" I3501_i3TGL8256SMW10Hs_521 Corel I3-1115G4 8GB RAM 256GB SSD",https://www.oechsle.pe/laptop-dell-inspiron-15-6-i3501_i3tgl8256smw10hs_521-corel-i3-1115g4-8gb-ram-256gb-ssd-1913301/p,"S/. 2,599.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS X515 15.6'' CI7-1165G7 8GB RAM 512GB SSD,https://www.oechsle.pe/laptop-asus-15-15-6-x515ea-ci7-1165g7-8gb-ram-512gb-ssd-1945850/p,"S/. 4,399.00","S/. 4,099.00",{{price}},· Puedes comprar un máximo de 10 unidades.,ASUS,,No,1945850,Sí,Sí,Sí,Wi-Fi 5(802.11ac),Sí,512GB SSD,1,4,12 meses,8GB,X515EA-BQ1096T,Intel® Core™ i7-1165G7,2.8 GHz,FHD (1920 x 1080) 16:9,Windows 10,15.6'',,LED IPS,No,"37WHrs, 2-cell Li-ion","37WHrs, 2-cell Li-ion",Laptop,incorporados,23.5 cm,36 cm,1.99 cm,1.8 Kg,· Puedes comprar un máximo de 10 unidades.
"Laptop Acer Aspire 5 15.6""Core i3 10110U 8GB RAM 256GB SSD",https://www.oechsle.pe/laptop-acer-aspire-5-15-6-core-i3-10110u-8gb-ram-256gb-ssd-1788666/p,S/. 0.00,"S/. 2,699.00",{{price}},· Puedes comprar un máximo de 10 unidades.,ACER,,No,1788666,No,No,Si,WIFI 6,Sí,256GB SSD,1,4,1 año,8GB DDR4,A515-54-34E3,Intel Core i3 10110U,2.1 GHz,1920 x 1080,Windows 10 Home,"15.6""",,FHD LED,No,Ion litio,Hasta 8 horas,NOTEBOOK,Incorporados,25.0 cm,36.3 cm,1.7 cm,1.9 kg,· Puedes comprar un máximo de 10 unidades.
Mochila B210 Azul,https://www.oechsle.pe/lenovo-mochila-b210-azul-1432733/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop ASUS Zenbook 14 UX425 14"" Intel Core i5-1135G7 8GB RAM 512GBSSD",https://www.oechsle.pe/laptop-asus-zenbook-14-ux425-14-intel-core-i5-1135g7-8gb-ram-512gbssd-1902988/p,"S/. 4,599.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop IdeaPad Gaming 3 15.6"" Core i7 10750H 512 SSD 8GB RAM 4GB",https://www.oechsle.pe/lenovo-laptop-ideapad-gaming-3-15-6-core-i7-10750h-512-ssd-8gb-ram-4gb-1709947/p,"S/. 5,049.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop 15.6"" Swift 3 SF315-41 Ryzen 7-2700U 8GB RAM 256GB SSD Plateado",https://www.oechsle.pe/acer-laptop-15-6-swift-3-sf315-41-ryzen-7-2700u-8gb-ram-256gb-ssd-plateado-ryzen-7-1466115/p,"S/. 3,699.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"All in One IdeaCentre 19.5"" 330 AMD A6 4GB 1TB Blanco",https://www.oechsle.pe/all-in-one-ideacentre-19-5--330-amd-a6-4gb-1tb-blanco-1364652/p,"S/. 1,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS X515EA-EJ921W 15.6'' Intel Core i5 11va generación 8GB 512GB SSD,https://www.oechsle.pe/laptop-asus-x515ea-ej921w-15-6---intel-core-i5-11va-generacion-8gb-512gb-ssd-1000177836/p,"S/. 3,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS FX516PC-HN005T 15.6'' Intel Core i7 11va generación 16GB 512GB SSD,https://www.oechsle.pe/laptop-asus-fx516pc-hn005t-15-6---intel-core-i7-11va-generacion-16gb-512gb-ssd-1000218762/p,"S/. 6,299.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop IdeaPad Gaming 3 15.6"" FHD AMD Ryzen 7  16GB RAM  512GB SSD Nvidia GeForce RTX3060 6GB",https://www.oechsle.pe/laptop-ideapad-gaming-3-15-6--fhd-amd-ryzen-7--16gb-ram--512gb-ssd-nvidia-geforce-rtx3060-6gb/p,"S/. 5,999.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 245 G7 14"", Athlon 3050U, 4GB RAM, 500GB HDD, Windows 10 Home",https://www.oechsle.pe/laptop-hp-245-g7-14--athlon-3050u-4gb-ram-500gb-hdd-windows-10-home-1000235488/p,"S/. 2,399.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS X415EA-EK1177W 14'' Intel Core i3 9na generación 8GB 256GB SSD,https://www.oechsle.pe/laptop-asus-x415ea-ek1177w-14---intel-core-i3-9na-generacion-8gb-256gb-ssd-1000194810/p,"S/. 2,399.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS FX506LH-HN004W 15.6'' Intel Core i5 10ma generación 8GB 512GB SSD,https://www.oechsle.pe/laptop-asus-fx506lh-hn004w-15-6---intel-core-i5-11va-generacion-8gb-512gb-ssd-1000194807/p,"S/. 4,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 250 G8 Intel Core i3-1005G1 1TB HDD 12GB RAM 15.6"" FreeDos",https://www.oechsle.pe/laptop-hp-250-g8-intel-core-i3-1005g1-1tb-hdd-12gb-ram-15-6--freedos-1000264173/p,"S/. 1,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo Ideapad 81W10094US 15.6"" HD AMD Ryzen 3 4GB RAM 128GB SSD",https://www.oechsle.pe/laptop-lenovo-ideapad-81w10094us-15-6--hd-amd-ryzen-3-4gb-ram-128gb-ssd-1000165872/p,"S/. 3,379.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funda Porta para Laptop Qullayki Selva 15"" a 16""",https://www.oechsle.pe/funda-porta-para-laptop-qullayki-selva-15--a-16--1000100991/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop ASUS 15 X515EA 15.6'' Ci5-1135G7 512SSD 8GB,https://www.oechsle.pe/laptop-asus-15-x515ea-15-6---ci5-1135g7-512ssd-8gb/p,"S/. 3,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo Legion 5 - Ryzen 7 RAM 16GB 128 GB SSD 1TB HDD  NVIDIA RTX 2060 - Full HD 144Hz - W10H,https://www.oechsle.pe/laptop-lenovo-legion-5---ryzen-7-ram-16gb-128-gb-ssd-1tb-hdd--nvidia-rtx-2060---full-hd-144hz---w10h-1000273276/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mochila Porta Laptop Dirtsac Viajera Animal Print - Mochila  Viajera Animal Print  Porta Laptop,https://www.oechsle.pe/mochila-porta-laptop-dirtsac-viajera-animal-print---1000271931/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Combo Laptop Dell Vostro 14 3405 Amd Ryzen 5 8GB RAM 256GB SSD 14"" FreeDos + Mochila + Mouse",https://www.oechsle.pe/combo-laptop-dell-vostro-14-3405-amd-ryzen-5-8gb-ram-256gb-ssd-14--freedos---mochila---mouse-1000271399/p,"S/. 2,759.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Combo Laptop Dell Latitude 3410 Core i3-10110U 1TB HDD 4GB RAM 14"" HD FreeDos + Mochila + Mouse",https://www.oechsle.pe/combo-laptop-dell-latitude-3410-core-i3-10110u-1tb-hdd-4gb-ram-14--hd-freedos---mochila---mouse-1000271398/p,"S/. 1,948.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Combo HP Laptop 245 G7 AMD ATHLON SILVER 3050U 4GB RAM 500GB HDD 14"" Windows 10 + Mochila + Mouse",https://www.oechsle.pe/combo-hp-laptop-245-g7-amd-athlon-silver-3050u-4gb-ram-500gb-hdd-14--windows-10---mochila---mouse-1000271397/p,"S/. 1,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maletin de Cuadros para Laptop Multifuncional de Hasta 15”  - Negro - Maletin de Cuadros para Laptop Multifuncional de 15”  - Negro,https://www.oechsle.pe/maletin-de-cuadros-para-laptop-multifuncional-de-hasta-15%e2%80%9d----negro-1000270803/p,S/. 199.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 15.6"" 15-dw1085la Core i3 10ma 4GB RAM 256GB SSD Windows10",https://www.oechsle.pe/laptop-hp-15-6--15-dw1085la-core-i3-10ma-4gb-ram-256gb-ssd-windows10-1000270731/p,"S/. 2,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Asus 15.6” X543MA-GQ1042T Celeron 4GB 500GB Windows 10,https://www.oechsle.pe/laptop-asus-15-6%e2%80%9d-x543ma-gq1042t-celeron-4gb-500gb-windows-10-1000270725/p,S/. 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop LENOVO IdeaPad 5 14ITL05 14'' Core i5 1135G7 8GB 256GB Win10,https://www.oechsle.pe/laptop-lenovo-ideapad-5-14itl05-14---core-i5-1135g7-8gb-256gb-win10-1000270654/p,"S/. 2,679.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 15-EF1012LA AMD Ryzen 7 -4700U Ram 8GB 256GB SSD Video Radeon Vega W10 Home Pantalla 15.6 - Notebook HP 15 EF1012LA-4700U 15.6'' Ryzen 7 8GB 256GB SSD W10 Home,https://www.oechsle.pe/laptop-hp-15-ef1012la-amd-ryzen-7--4700u-ram-8gb-256gb-ssd-video-radeon-vega-w10-home-pantalla-15-6--1000269485/p,"S/. 3,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 15 DY2064LA 15.6'' Core i3 11ava generación 8GB 512GB SDD W11 Home,https://www.oechsle.pe/laptop-hp-15-dy2064la-15-6---core-i3-11ava-generacion-8gb-512gb-sdd-w11-home-1000269248/p,"S/. 2,619.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell Inspiron 153501 15.6'' Core i3 11va generación 4GB 1TB HDD - Laptop Dell Inspiron 15 3501 15.6'' Core i3 11va generación 4GB 1TB HDD,https://www.oechsle.pe/laptop-dell-inspiron-153501-15-6---core-i3-11va-generacion-4gb-1tb-hdd-1000269245/p,"S/. 2,679.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 15-Ef1009La AMD Ryzen 3 4300U Memoria 4GB Disco 256GB SSD - Notebook HP 15-Ef1009La AMD Ryzen 3 4300U Memoria 4GB Disco 256GB SSD,https://www.oechsle.pe/laptop-hp-15-ef1009la-amd-ryzen-3-4300u-memoria-4gb-disco-256gb-ssd-1000269241/p,"S/. 2,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop ASUS X515M 15.6"" Celeron 4GB 128GB SSD W10 Home - Laptop ASUS X515M Celeron 4GB 128GB SSD",https://www.oechsle.pe/laptop-asus-x515m-15-6--celeron-4gb-128gb-ssd-w10-home-1000269237/p,"S/. 2,029.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
